"Date" "Time" "GBdem_r" "Idem_r" "GBwind_r" "Iwind_r"
"3998" "2008-11-28" "13:00:00" 43397.9222471408 7333.12183090867 1786.305 147.516
"3999" "2008-11-28" "14:00:00" 43341.3843649659 7273.89998848227 1565.64 144.258
"4000" "2008-11-28" "15:00:00" 43619.4395232032 7301.77448178499 1483.83 160.704
"4001" "2008-11-28" "16:00:00" 47644.7513639509 7779.78441122172 1438.53 188.808
"4002" "2008-11-28" "17:00:00" 49014.1730182693 8365.3709444817 1413.825 212.238
"4003" "2008-11-28" "18:00:00" 47428.7951910534 8171.37424674654 1415.475 232.563
"4004" "2008-11-28" "19:00:00" 45127.4253313765 8047.42342627361 1373.49 253.05
"4005" "2008-11-28" "20:00:00" 42561.4396461105 7654.09924571865 1298.955 278.439
"4006" "2008-11-28" "21:00:00" 39670.5928509706 7161.4036212949 1098.255 268.539
"4007" "2008-11-28" "22:00:00" 36661.57261358 6624.87169722616 877.185 255.351
"4008" "2008-11-28" "23:00:00" 33799.4581847913 6506.04892815141 697.32 254.334
"4009" "2008-11-29" "00:00:00" 33250.7626725365 5914.58589515759 567.48 259.368
"4010" "2008-11-29" "01:00:00" 32139.0054648513 5420.87521371459 474.105 272.526
"4011" "2008-11-29" "02:00:00" 31333.5723564908 5013.87900660495 414.66 286.908
"4012" "2008-11-29" "03:00:00" 30056.3723296544 4797.51078542653 403.74 311.91
"4013" "2008-11-29" "04:00:00" 28855.1740460695 4627.73243170316 403.38 328.086
"4014" "2008-11-29" "05:00:00" 28639.2178731719 4573.41785535885 405.885 332.079
"4015" "2008-11-29" "06:00:00" 30212.546643531 4759.08303173224 416.565 329.532
"4016" "2008-11-29" "07:00:00" 32468.9642526262 5180.41917569238 438.93 324.339
"4017" "2008-11-29" "08:00:00" 35920.5556168777 5529.84595877904 475.305 321.156
"4018" "2008-11-29" "09:00:00" 39116.3362355511 6222.70291245222 463.995 312.438
"4019" "2008-11-29" "10:00:00" 40222.0689148078 6646.21983212882 442.17 314.628
"4020" "2008-11-29" "11:00:00" 40278.6067969827 6784.16621990263 438.315 329.295
"4021" "2008-11-29" "12:00:00" 40211.4101337421 6811.5921996387 459.495 371.13
"4022" "2008-11-29" "13:00:00" 39619.6160719605 6656.31347025861 525.3 415.275
"4023" "2008-11-29" "14:00:00" 39470.3931370398 6527.29847338462 629.4 465.393
"4024" "2008-11-29" "15:00:00" 40226.2397421814 6552.62629832441 750.585 539.559
"4025" "2008-11-29" "16:00:00" 44015.2046984275 7254.61668229044 865.515 608.757
"4026" "2008-11-29" "17:00:00" 45866.5886270238 8042.25094009484 922.26 651.63
"4027" "2008-11-29" "18:00:00" 44587.0714738688 7854.9756972183 933.45 678.435
"4028" "2008-11-29" "19:00:00" 42566.5373240115 7425.1393185888 946.245 704.511
"4029" "2008-11-29" "20:00:00" 40056.6260956567 6874.09805006853 977.235 745.923
"4030" "2008-11-29" "21:00:00" 38023.116038415 6524.61850067991 1077.315 767.286
"4031" "2008-11-29" "22:00:00" 35715.2582250459 6068.35245341052 1254.63 789.264
"4032" "2008-11-29" "23:00:00" 33570.9895297731 6032.1519930936 1497.78 822.063
"4033" "2008-11-30" "00:00:00" 33342.5208747548 5589.8606843217 1805.085 862.305
"4034" "2008-11-30" "01:00:00" 32145.4934185435 5239.88402082516 2084.445 897.633
"4035" "2008-11-30" "02:00:00" 31150.9828025816 4906.13160659379 2279.535 911.739
"4036" "2008-11-30" "03:00:00" 29877.9536031188 4731.59178841216 2455.635 911.922
"4037" "2008-11-30" "04:00:00" 28589.1679446892 4580.95649360437 2682.075 899.748
"4038" "2008-11-30" "05:00:00" 28134.0843357076 4467.63947156285 2912.58 862.125
"4039" "2008-11-30" "06:00:00" 28683.2432732261 4368.83318255977 3122.28 806.334
"4040" "2008-11-30" "07:00:00" 29467.3588194552 4548.79404397412 3268.065 745.776
"4041" "2008-11-30" "08:00:00" 31770.582380187 4654.44190060212 3316.965 686.946
"4042" "2008-11-30" "09:00:00" 35784.3085893415 5324.89539333349 3053.01 644.748
"4043" "2008-11-30" "10:00:00" 38474.0288200231 5982.86896135836 2730.15 626.538
"4044" "2008-11-30" "11:00:00" 40118.7250809963 6308.72934197979 2561.565 628.938
"4045" "2008-11-30" "12:00:00" 40867.1568819182 6607.05959884813 2524.515 650.892
"4046" "2008-11-30" "13:00:00" 40471.8551319576 6536.42426644955 2550.135 680.829
"4047" "2008-11-30" "14:00:00" 40171.5555610614 6277.23341405849 2685.21 724.347
"4048" "2008-11-30" "15:00:00" 41138.2606611995 6193.50162437265 2988.255 773.067
"4049" "2008-11-30" "16:00:00" 44776.1489814701 6845.18975382351 3215.13 801.078
"4050" "2008-11-30" "17:00:00" 45954.6394271323 7592.91255283777 3242.31 795.435
"4051" "2008-11-30" "18:00:00" 44727.4893287786 7562.43029334882 3130.995 764.25
"4052" "2008-11-30" "19:00:00" 43362.7019270975 7329.01022511663 2999.79 739.827
"4053" "2008-11-30" "20:00:00" 41604.9299017744 6998.6279112761 2929.875 739.359
"4054" "2008-11-30" "21:00:00" 39119.1167871335 6616.0791650157 2934.105 751.65
"4055" "2008-11-30" "22:00:00" 36042.8998865021 6064.02422806308 3156.375 805.605
"4056" "2008-11-30" "23:00:00" 32495.8429179224 5787.92316448141 3595.965 893.715
"4057" "2008-12-01" "00:00:00" 32250.2275281462 5357.73477907437 4158.12 981.777
"4058" "2008-12-01" "01:00:00" 31799.7781718019 4991.77548043216 4738.065 1042.584
"4059" "2008-12-01" "02:00:00" 31560.1873104541 4708.85784378966 5268.45 1059.135
"4060" "2008-12-01" "03:00:00" 30691.7283662265 4541.67059320981 5697.87 1044.684
"4061" "2008-12-01" "04:00:00" 29845.9772599215 4476.03486792174 6139.305 1014.06
"4062" "2008-12-01" "05:00:00" 30735.290341017 4486.54577641306 6534.48 947.457
"4063" "2008-12-01" "06:00:00" 35966.4347179869 5007.61439683435 6877.395 862.635
"4064" "2008-12-01" "07:00:00" 42763.0296358325 6339.09496016968 7175.685 791.112
"4065" "2008-12-01" "08:00:00" 44637.5848276152 6996.79775375029 7360.125 751.359
"4066" "2008-12-01" "09:00:00" 45728.0244731689 7396.45944488778 7469.175 766.521
"4067" "2008-12-01" "10:00:00" 46189.5960358427 7526.7325014874 7288.635 744.36
"4068" "2008-12-01" "11:00:00" 46190.5228863702 7576.26061880937 6954.51 687.858
"4069" "2008-12-01" "12:00:00" 46151.1317389532 7613.89410080051 6623.73 631.395
"4070" "2008-12-01" "13:00:00" 46260.0366759295 7448.72030121641 6243.405 570.156
"4071" "2008-12-01" "14:00:00" 46454.6752866956 7417.53819393307 5857.44 517.638
"4072" "2008-12-01" "15:00:00" 47341.6712414723 7542.47838256771 5544.705 464.532
"4073" "2008-12-01" "16:00:00" 51752.0894763787 8193.25421042945 5256.48 435.861
"4074" "2008-12-01" "17:00:00" 52908.7989346456 8800.03682832724 4923.84 433.695
"4075" "2008-12-01" "18:00:00" 51332.6896127042 8490.36042795106 4640.07 482.721
"4076" "2008-12-01" "19:00:00" 49431.2557556252 8371.09608824413 4501.26 591.288
"4077" "2008-12-01" "20:00:00" 46699.8272512081 7945.61778958029 4510.965 743.571
"4078" "2008-12-01" "21:00:00" 42851.0804359409 7394.06413249627 4577.88 915.777
"4079" "2008-12-01" "22:00:00" 38731.2298413925 6647.98056030994 4756.515 1097.427
"4080" "2008-12-01" "23:00:00" 34432.9605203085 6133.81460533689 4962.135 1266.672
"4081" "2008-12-02" "00:00:00" 33924.1195807344 5445.74619356639 5042.535 1410.015
"4082" "2008-12-02" "01:00:00" 33372.1800916334 5081.93087308794 5114.655 1539.39
"4083" "2008-12-02" "02:00:00" 33009.3181101339 4813.34623036148 5136.675 1633.713
"4084" "2008-12-02" "03:00:00" 32249.7641028825 4652.57841699087 5231.76 1694.055
"4085" "2008-12-02" "04:00:00" 31342.3774365016 4544.74353600541 5298.195 1721.658
"4086" "2008-12-02" "05:00:00" 32202.4947259821 4589.4921372395 5227.83 1695.981
"4087" "2008-12-02" "06:00:00" 37200.9996205602 5103.16375527842 5111.91 1618.02
"4088" "2008-12-02" "07:00:00" 43932.7150014838 6428.42692079753 4983.06 1508.298
"4089" "2008-12-02" "08:00:00" 45298.8926789561 7044.3776836605 4817.43 1382.058
"4090" "2008-12-02" "09:00:00" 45942.1269450116 7355.70997390733 4615.32 1230.909
"4091" "2008-12-02" "10:00:00" 46242.4265159078 7506.28833665249 4513.125 1052.067
"4092" "2008-12-02" "11:00:00" 46342.5263728732 7544.32312025589 4549.035 885.564
"4093" "2008-12-02" "12:00:00" 46542.2626615403 7642.72394188604 4644.45 768.702
"4094" "2008-12-02" "13:00:00" 46792.9757292175 7513.72283088098 4619.175 661.11
"4095" "2008-12-02" "14:00:00" 46810.1224639755 7598.81682430948 4519.92 527.346
"4096" "2008-12-02" "15:00:00" 47626.2143534018 7841.00581877494 4393.59 393.261
"4097" "2008-12-02" "16:00:00" 51569.4999224696 8534.12452107757 4172.4 292.74
"4098" "2008-12-02" "17:00:00" 52600.621134266 8936.71057621304 3873.57 246.663
"4099" "2008-12-02" "18:00:00" 51426.3015159774 8635.68298930383 3549.675 257.496
"4100" "2008-12-02" "19:00:00" 49427.0849282516 8493.6860935613 3261.78 306.261
"4101" "2008-12-02" "20:00:00" 47400.5262499659 8165.09227963976 3020.565 370.755
"4102" "2008-12-02" "21:00:00" 43720.466230696 7602.13415839836 2900.67 431.253
"4103" "2008-12-02" "22:00:00" 39487.5398717978 6832.37656826254 2828.61 476.709
"4104" "2008-12-02" "23:00:00" 35005.2907210135 6350.05646510799 2787.12 504.819
"4105" "2008-12-03" "00:00:00" 34508.4988382963 5663.88625162108 2777.925 520.524
"4106" "2008-12-03" "01:00:00" 34024.6828629635 5265.88392182148 2814.66 526.632
"4107" "2008-12-03" "02:00:00" 33511.2076707521 5033.65248397024 2901.66 521.67
"4108" "2008-12-03" "03:00:00" 32717.8236192485 4909.15594884811 2950.635 487.551
"4109" "2008-12-03" "04:00:00" 31800.7050223293 4865.5223828896 3036.645 449.997
"4110" "2008-12-03" "05:00:00" 32641.821875997 4936.77355357551 3056.925 414.936
"4111" "2008-12-03" "06:00:00" 37539.7634883459 5470.5463554866 3066.84 327.51
"4112" "2008-12-03" "07:00:00" 44341.4560840925 6827.82755759901 3077.685 222.045
"4113" "2008-12-03" "08:00:00" 45670.5597404665 7398.99500455555 2888.49 160.74
"4114" "2008-12-03" "09:00:00" 46593.2394405504 7701.70555877984 2403.105 178.938
"4115" "2008-12-03" "10:00:00" 46615.9472784732 7811.75801303443 1915.815 153.969
"4116" "2008-12-03" "11:00:00" 46207.2061958644 7817.40123017014 1729.995 166.548
"4117" "2008-12-03" "12:00:00" 46237.7922632705 7828.42661010555 1801.92 234.384
"4118" "2008-12-03" "13:00:00" 45990.3231724394 7679.73672553573 1922.25 350.853
"4119" "2008-12-03" "14:00:00" 46012.5675850983 7699.12556433147 2152.65 521.283
"4120" "2008-12-03" "15:00:00" 46689.1684701423 7835.65628776723 2494.86 767.457
"4121" "2008-12-03" "16:00:00" 51295.1521663422 8422.90565383233 2969.85 1091.028
"4122" "2008-12-03" "17:00:00" 52708.1357954511 8762.06800260128 3633.66 1428.909
"4123" "2008-12-03" "18:00:00" 51493.0347539543 8411.82195324738 4462.365 1774.65
"4124" "2008-12-03" "19:00:00" 49763.068244455 8283.08189657833 5358.99 2061.726
"4125" "2008-12-03" "20:00:00" 47372.2573088784 7818.61902087585 6182.085 2261.712
"4126" "2008-12-03" "21:00:00" 43714.4417022676 7276.63411607583 7051.185 2380.401
"4127" "2008-12-03" "22:00:00" 39650.2021393666 6588.72886326533 7989.18 2391.09
"4128" "2008-12-03" "23:00:00" 35219.8566181199 6157.16855400739 8940.75 2294.061
"4129" "2008-12-04" "00:00:00" 34592.8422362949 5621.42326441389 9848.28 2157.333
"4130" "2008-12-04" "01:00:00" 34079.8304693472 5234.70042595124 10656.9 2006.7
"4131" "2008-12-04" "02:00:00" 33627.0639866843 4927.17286379295 11147.34 1906.227
"4132" "2008-12-04" "03:00:00" 32719.6773203034 4745.56930408344 11446.14 1874.748
"4133" "2008-12-04" "04:00:00" 31804.8758497029 4612.3788264203 11330.865 1853.763
"4134" "2008-12-04" "05:00:00" 32573.6983622288 4646.90187376971 10788.6 1824.534
"4135" "2008-12-04" "06:00:00" 37372.0035428761 5247.7552256317 10135.5 1781.562
"4136" "2008-12-04" "07:00:00" 44159.7933807109 6557.11282257773 9433.575 1736.955
"4137" "2008-12-04" "08:00:00" 46171.0590252936 7125.87245986071 8812.95 1734.12
"4138" "2008-12-04" "09:00:00" 46660.8995290548 7315.4916374137 8260.785 1763.484
"4139" "2008-12-04" "10:00:00" 46679.436539604 7425.38093270829 7792.65 1754.541
"4140" "2008-12-04" "11:00:00" 46558.0191205071 7430.87834822017 7312.155 1732.857
"4141" "2008-12-04" "12:00:00" 46245.6704927539 7498.1137256097 6791.73 1712.127
"4142" "2008-12-04" "13:00:00" 45774.8304248055 7286.24313737974 6244.05 1677.126
"4143" "2008-12-04" "14:00:00" 45904.5894986496 7313.50665244926 5768.1 1624.704
"4144" "2008-12-04" "15:00:00" 46678.0462638128 7569.11356206786 5401.35 1550.385
"4145" "2008-12-04" "16:00:00" 51197.3694356954 8175.47752101721 5137.905 1486.359
"4146" "2008-12-04" "17:00:00" 52135.3421694823 8641.55324039665 4992.015 1416.84
"4147" "2008-12-04" "18:00:00" 50633.3808897375 8401.95326619436 4867.365 1319.964
"4148" "2008-12-04" "19:00:00" 48762.9965253284 8282.28345911449 4721.865 1209.105
"4149" "2008-12-04" "20:00:00" 46429.1868971905 8002.07773267525 4518.435 1131.306
"4150" "2008-12-04" "21:00:00" 42720.8579368332 7457.60725733564 4182.66 1112.229
"4151" "2008-12-04" "22:00:00" 38850.3301341708 6812.09070233351 3803.565 1148.409
"4152" "2008-12-04" "23:00:00" 34717.0402069742 6341.58469646995 3465.615 1240.119
"4153" "2008-12-05" "00:00:00" 34210.052968455 5619.21124549234 3233.565 1366.107
"4154" "2008-12-05" "01:00:00" 33733.6517973419 5120.11562407585 3129.645 1506.486
"4155" "2008-12-05" "02:00:00" 33433.3522264456 4819.40880073907 3180.93 1633.938
"4156" "2008-12-05" "03:00:00" 32390.645383056 4615.22265237845 3438.495 1683.672
"4157" "2008-12-05" "04:00:00" 31391.9639397206 4501.87924718596 3888.585 1632.816
"4158" "2008-12-05" "05:00:00" 32208.0558291469 4562.50772813561 4430.655 1537.026
"4159" "2008-12-05" "06:00:00" 36712.5493925901 5051.60968967865 4935.63 1472.262
"4160" "2008-12-05" "07:00:00" 43101.3300783544 6321.38284004799 5357.055 1470.978
"4161" "2008-12-05" "08:00:00" 44654.2681371094 6955.90525831981 5716.8 1530.567
"4162" "2008-12-05" "09:00:00" 45329.4787463622 7257.81876366715 6051.825 1610.514
"4163" "2008-12-05" "10:00:00" 45292.8681505276 7343.13215382484 6351.54 1678.53
"4164" "2008-12-05" "11:00:00" 45201.1099483093 7312.28469598287 6612.105 1714.227
"4165" "2008-12-05" "12:00:00" 44945.7626279948 7323.06151886432 6827.685 1732.122
"4166" "2008-12-05" "13:00:00" 44651.0241602633 7112.10045504969 7082.25 1722.258
"4167" "2008-12-05" "14:00:00" 44423.0189305088 6974.24015966329 7422.615 1682.607
"4168" "2008-12-05" "15:00:00" 45106.5711945087 7006.23597886629 7774.83 1679.19
"4169" "2008-12-05" "16:00:00" 49088.7844857297 7540.36842478284 7857.03 1645.806
"4170" "2008-12-05" "17:00:00" 50192.6634639315 8137.88430804599 7727.76 1556.862
"4171" "2008-12-05" "18:00:00" 48452.5015986301 8000.36491074196 7516.095 1420.581
"4172" "2008-12-05" "19:00:00" 45980.1278166373 7915.14802737338 7257.225 1239.672
"4173" "2008-12-05" "20:00:00" 43636.5862579611 7519.32369611644 6915.66 1033.38
"4174" "2008-12-05" "21:00:00" 40621.541492142 7012.64847314107 6434.01 830.607
"4175" "2008-12-05" "22:00:00" 37859.5269203188 6527.19155219381 5956.845 676.284
"4176" "2008-12-05" "23:00:00" 34949.2162641023 6396.85323201019 5610.045 564.789
"4177" "2008-12-06" "00:00:00" 34427.8628424075 5800.19271827351 5378.955 464.007
"4178" "2008-12-06" "01:00:00" 33425.937422226 5363.92787661996 5245.83 371.373
"4179" "2008-12-06" "02:00:00" 32476.8424821095 5024.96826153748 5180.235 296.706
"4180" "2008-12-06" "03:00:00" 31288.6201059091 4816.88157259266 5133.945 253.338
"4181" "2008-12-06" "04:00:00" 30147.6671066089 4675.68589148775 5028.12 237.909
"4182" "2008-12-06" "05:00:00" 29835.7819041195 4601.26527121714 4785.81 238.998
"4183" "2008-12-06" "06:00:00" 31319.2061733152 4771.09153118834 4435.665 243.834
"4184" "2008-12-06" "07:00:00" 33555.69649607 5199.0734520214 4107.825 250.878
"4185" "2008-12-06" "08:00:00" 36309.3694131462 5585.21586116251 3880.56 260.391
"4186" "2008-12-06" "09:00:00" 39074.6279618155 6280.08279436422 3534.3 248.544
"4187" "2008-12-06" "10:00:00" 39888.8661501869 6668.58163546382 3223.575 212.277
"4188" "2008-12-06" "11:00:00" 39627.4943014439 6765.36891912357 3041.16 162.372
"4189" "2008-12-06" "12:00:00" 38985.1868859158 6766.9532967692 2988.36 124.794
"4190" "2008-12-06" "13:00:00" 38320.6350577289 6603.79572535465 3000.24 111.999
"4191" "2008-12-06" "14:00:00" 38003.6521773384 6419.91904890026 3078.12 115.377
"4192" "2008-12-06" "15:00:00" 38748.3765761505 6420.31965621908 3191.58 142.092
"4193" "2008-12-06" "16:00:00" 43650.0255906093 7228.71120520289 3206.805 177.156
"4194" "2008-12-06" "17:00:00" 46266.061204358 8158.08408158761 3120.165 207.396
"4195" "2008-12-06" "18:00:00" 45050.0333123338 8041.89129608939 2994.615 225.828
"4196" "2008-12-06" "19:00:00" 42784.347197964 7637.17653724599 2885.895 241.23
"4197" "2008-12-06" "20:00:00" 40843.9856187318 7229.70126765805 2809.47 254.514
"4198" "2008-12-06" "21:00:00" 38385.9780199146 6776.94695664265 2774.04 240.276
"4199" "2008-12-06" "22:00:00" 36303.3448847177 6331.69795778731 2803.515 226.218
"4200" "2008-12-06" "23:00:00" 34085.8549977757 6237.66285335074 2874.3 219.975
"4201" "2008-12-07" "00:00:00" 34069.6351135452 5706.39228502196 2883.69 215.751
"4202" "2008-12-07" "01:00:00" 33115.9059207915 5252.54793329506 2826.435 220.113
"4203" "2008-12-07" "02:00:00" 32079.687031094 4875.57575199948 2791.32 231.909
"4204" "2008-12-07" "03:00:00" 30843.7318527295 4638.45787686955 2890.35 276.18
"4205" "2008-12-07" "04:00:00" 29648.5580975731 4457.07510247612 3092.73 338.67
"4206" "2008-12-07" "05:00:00" 29180.4985812071 4326.64791273131 3376.8 409.656
"4207" "2008-12-07" "06:00:00" 29565.1415501019 4356.98853635711 3769.035 475.479
"4208" "2008-12-07" "07:00:00" 30230.1568035527 4526.19895804099 4193.325 525.567
"4209" "2008-12-07" "08:00:00" 32544.0391453502 4601.99080786906 4524.375 576.534
"4210" "2008-12-07" "09:00:00" 36347.8337100356 5179.53881160182 4737.57 647.511
"4211" "2008-12-07" "10:00:00" 38718.2539340081 5817.13347837579 4877.25 726.177
"4212" "2008-12-07" "11:00:00" 39855.0361059347 6140.79780882495 5134.86 817.719
"4213" "2008-12-07" "12:00:00" 40191.9462726655 6410.69327757899 5562.51 911.481
"4214" "2008-12-07" "13:00:00" 39588.1031540269 6359.4905244633 6048.45 993.066
"4215" "2008-12-07" "14:00:00" 39397.1719453707 6123.89870632948 6533.73 1057.842
"4216" "2008-12-07" "15:00:00" 40425.049180321 6167.25177773548 6955.875 1107.642
"4217" "2008-12-07" "16:00:00" 44986.5440512029 6857.56692309987 7332.705 1175.169
"4218" "2008-12-07" "17:00:00" 46705.8517796365 7408.60680303325 7680.195 1254.876
"4219" "2008-12-07" "18:00:00" 45526.4344834469 7270.75622775509 8027.205 1335.333
"4220" "2008-12-07" "19:00:00" 44136.1586922607 6991.3475501928 8366.4 1399.011
"4221" "2008-12-07" "20:00:00" 42101.7217844916 6674.07627380191 8652.27 1432.233
"4222" "2008-12-07" "21:00:00" 39711.8376994425 6367.36520073708 8923.305 1441.632
"4223" "2008-12-07" "22:00:00" 36475.275657561 5863.7969409362 9142.32 1415.973
"4224" "2008-12-07" "23:00:00" 32779.9226045881 5600.83329795516 9249.54 1365.57
"4225" "2008-12-08" "00:00:00" 32587.137694877 5072.98976207986 9219.225 1295.712
"4226" "2008-12-08" "01:00:00" 32294.2529282004 4699.91534419469 9053.865 1217.136
"4227" "2008-12-08" "02:00:00" 31867.90168557 4528.89559378842 8761.92 1119.519
"4228" "2008-12-08" "03:00:00" 31000.8330171335 4471.03317793088 8373.36 1023.681
"4229" "2008-12-08" "04:00:00" 30118.471314994 4456.72656716582 7882.53 922.167
"4230" "2008-12-08" "05:00:00" 31049.0292445613 4558.25726365421 7294.485 818.523
"4231" "2008-12-08" "06:00:00" 36248.197278334 5037.98973513249 6591.045 710.601
"4232" "2008-12-08" "07:00:00" 43152.3068573646 6182.33599716097 5842.485 606.03
"4233" "2008-12-08" "08:00:00" 45525.0442076557 6939.69906068426 5135.745 531.492
"4234" "2008-12-08" "09:00:00" 46591.8491647593 7433.62913885645 4474.725 510.474
"4235" "2008-12-08" "10:00:00" 46601.1176700338 7596.96861515406 3906.96 506.199
"4236" "2008-12-08" "11:00:00" 46608.5324742535 7676.48048927017 3522.87 507.81
"4237" "2008-12-08" "12:00:00" 46711.876308065 7725.75310660371 3299.25 552.585
"4238" "2008-12-08" "13:00:00" 46643.7527942969 7522.49036852736 3157.92 659.43
"4239" "2008-12-08" "14:00:00" 46727.6327670318 7428.31640540142 3043.17 807.033
"4240" "2008-12-08" "15:00:00" 47941.3435327373 7501.82541837637 3138.675 960.321
"4241" "2008-12-08" "16:00:00" 52152.4889042403 8061.65505334642 3387.21 1091.787
"4242" "2008-12-08" "17:00:00" 52789.2352166036 8620.77512041382 3604.515 1179.573
"4243" "2008-12-08" "18:00:00" 51376.7150127584 8348.06637461329 3776.64 1239.252
"4244" "2008-12-08" "19:00:00" 49181.0061132117 8227.71060560797 3889.935 1260.285
"4245" "2008-12-08" "20:00:00" 46450.504459322 7887.74287644071 3958.635 1259.673
"4246" "2008-12-08" "21:00:00" 42763.0296358325 7443.62974166437 3991.62 1256.22
"4247" "2008-12-08" "22:00:00" 38228.8768555106 6716.24626917454 4071.885 1263.963
"4248" "2008-12-08" "23:00:00" 34166.4909936645 6266.57600964989 4291.125 1306.503
"4249" "2008-12-09" "00:00:00" 33652.5523761893 5579.58375272195 4606.41 1353.855
"4250" "2008-12-09" "01:00:00" 33236.8599146247 5120.48915395024 5046.645 1406.025
"4251" "2008-12-09" "02:00:00" 32741.4583076986 4813.79057816744 5623.62 1481.688
"4252" "2008-12-09" "03:00:00" 31923.9761424812 4659.21030799484 5992.17 1534.485
"4253" "2008-12-09" "04:00:00" 31024.00428032 4595.00343862032 6290.91 1580.757
"4254" "2008-12-09" "05:00:00" 31905.439131932 4626.27024970417 6608.43 1637.985
"4255" "2008-12-09" "06:00:00" 36876.6019359501 5124.15988340354 6906.075 1684.278
"4256" "2008-12-09" "07:00:00" 43495.2415525239 6374.67333355825 7094.085 1699.485
"4257" "2008-12-09" "08:00:00" 45062.0823691907 7032.46360811316 7104.165 1689.978
"4258" "2008-12-09" "09:00:00" 45865.6617764963 7325.78523205618 7032.75 1644.831
"4259" "2008-12-09" "10:00:00" 45937.4926923743 7440.68871462366 6916.485 1584.039
"4260" "2008-12-09" "11:00:00" 45944.4440713302 7506.42580675496 6842.835 1529.253
"4261" "2008-12-09" "12:00:00" 46010.2504587797 7572.42395322227 6852.795 1482.666
"4262" "2008-12-09" "13:00:00" 45868.4423280787 7406.20593629416 6856.005 1429.515
"4263" "2008-12-09" "14:00:00" 46078.3739725478 7360.71305248508 6835.815 1373.733
"4264" "2008-12-09" "15:00:00" 46775.3655691958 7515.0919775581 6866.355 1337.775
"4265" "2008-12-09" "16:00:00" 51514.8157413496 8169.44827672507 6900.87 1308.099
"4266" "2008-12-09" "17:00:00" 53005.6548147649 8757.66479356159 6890.025 1246.083
"4267" "2008-12-09" "18:00:00" 51665.4289520614 8516.30061971094 6838.815 1155.474
"4268" "2008-12-09" "19:00:00" 49382.13267767 8394.81454097421 6781.785 1052.175
"4269" "2008-12-09" "20:00:00" 47249.4496139903 8084.1959843907 6695.37 949.473
"4270" "2008-12-09" "21:00:00" 43487.3633230405 7614.17042959234 6655.68 828.156
"4271" "2008-12-09" "22:00:00" 39002.3336206738 6887.27157392839 6671.415 719.676
"4272" "2008-12-09" "23:00:00" 34895.9223587735 6421.71588034062 6648.855 646.476
"4273" "2008-12-10" "00:00:00" 34402.3744529024 5658.25275459362 6622.275 613.08
"4274" "2008-12-10" "01:00:00" 33972.7792334259 5241.78221910875 6620.895 604.479
"4275" "2008-12-10" "02:00:00" 33470.8896728077 4962.46379969454 6648.405 601.884
"4276" "2008-12-10" "03:00:00" 32696.0426318532 4787.04500600925 6793.095 629.115
"4277" "2008-12-10" "04:00:00" 31649.16496109 4699.80981159078 6890.1 664.794
"4278" "2008-12-10" "05:00:00" 32471.2813789448 4737.6876848752 6833.4 670.134
"4279" "2008-12-10" "06:00:00" 37530.9584083351 5252.00360723276 6621.105 632.967
"4280" "2008-12-10" "07:00:00" 44278.8936734892 6550.24834326907 6335.775 571.884
"4281" "2008-12-10" "08:00:00" 45657.1204078184 7240.45795602955 6007.5 500.205
"4282" "2008-12-10" "09:00:00" 46475.0659982996 7521.23786314931 5589.69 414.288
"4283" "2008-12-10" "10:00:00" 46625.2157837477 7607.41356576794 5234.85 326.901
"4284" "2008-12-10" "11:00:00" 46436.6017014101 7662.6439151686 5138.67 252.042
"4285" "2008-12-10" "12:00:00" 46332.3310170712 7742.57653111347 5245.17 200.763
"4286" "2008-12-10" "13:00:00" 45926.3704860448 7583.78953694662 5389.065 172.473
"4287" "2008-12-10" "14:00:00" 45726.170772114 7590.91993064541 5521.32 162.321
"4288" "2008-12-10" "15:00:00" 46441.6993793111 7741.32610861576 5509.47 155.301
"4289" "2008-12-10" "16:00:00" 51298.3961431883 8424.52058038962 5302.26 134.532
"4290" "2008-12-10" "17:00:00" 52675.6960269901 9011.22492609897 4907.625 110.046
"4291" "2008-12-10" "18:00:00" 51346.5923706161 8783.91464019875 4402.035 95.247
"4292" "2008-12-10" "19:00:00" 49435.4265829988 8683.46426431361 3887.865 92.157
"4293" "2008-12-10" "20:00:00" 47063.6160832351 8413.75486620332 3385.665 99.798
"4294" "2008-12-10" "21:00:00" 43862.274361397 7939.63714582943 3042.93 107.301
"4295" "2008-12-10" "22:00:00" 39404.5867495904 7182.36850621491 2785.965 103.629
"4296" "2008-12-10" "23:00:00" 34942.7283104101 6680.36101808248 2549.13 93.915
"4297" "2008-12-11" "00:00:00" 34367.154132859 5865.74235117418 2309.355 85.338
"4298" "2008-12-11" "01:00:00" 33765.1647152754 5406.74217631123 2104.41 84.642
"4299" "2008-12-11" "02:00:00" 33340.6671736999 5109.87062997465 1949.28 88.806
"4300" "2008-12-11" "03:00:00" 32504.6479979333 4964.74802513456 1775.715 96.831
"4301" "2008-12-11" "04:00:00" 31512.9179335538 4907.5896228321 1597.905 99.729
"4302" "2008-12-11" "05:00:00" 32226.1294144323 4917.36249738946 1429.14 90.939
"4303" "2008-12-11" "06:00:00" 37201.463045824 5417.63216902452 1276.89 74.121
"4304" "2008-12-11" "07:00:00" 43737.612965454 6702.76447902429 1167.93 57.642
"4305" "2008-12-11" "08:00:00" 45297.0389779012 7420.70278346365 1102.965 46.02
"4306" "2008-12-11" "09:00:00" 45928.6876123634 7708.57628672951 1054.425 41.748
