"Date" "Time" "Idem" "Iwind" "GBdem" "GBwind"
"928" 2007-12-12 15:00:00 5280.4855 0.616748 51805.5 0.285275
"929" 2007-12-12 16:00:00 5741.3865 0.633216 56986.5 0.293254
"930" 2007-12-12 17:00:00 6142.99 0.651753 58152 0.302673
"931" 2007-12-12 18:00:00 5951.15 0.667163 57071 0.314747
"932" 2007-12-12 19:00:00 5854.9315 0.677582 55213 0.32818
"933" 2007-12-12 20:00:00 5602.2785 0.687392 53022.5 0.342509
"934" 2007-12-12 21:00:00 5291.2585 0.696261 49055 0.35204
"935" 2007-12-12 22:00:00 4771.9075 0.704189 44454.5 0.358205
"936" 2007-12-12 23:00:00 4407.8015 0.71006 39790 0.36477
"937" 2007-12-13 00:00:00 3860.2185 0.713784 38854.5 0.367224
"938" 2007-12-13 01:00:00 3501.627 0.719211 38191.5 0.369198
"939" 2007-12-13 02:00:00 3284.893 0.726685 37623 0.375622
"940" 2007-12-13 03:00:00 3192.933 0.729814 36704.5 0.379055
"941" 2007-12-13 04:00:00 3140.1005 0.730856 35714.5 0.381377
"942" 2007-12-13 05:00:00 3178.5545 0.735291 36547 0.385827
"943" 2007-12-13 06:00:00 3572.3 0.741095 41881.5 0.391374
"944" 2007-12-13 07:00:00 4527.063 0.746402 49641.5 0.396017
"945" 2007-12-13 08:00:00 5052.32 0.748381 51308 0.400391
"946" 2007-12-13 09:00:00 5195.562 0.751031 51873 0.412566
"947" 2007-12-13 10:00:00 5200.9075 0.753158 51891 0.422724
"948" 2007-12-13 11:00:00 5226.0695 0.75183 51656 0.42738
"949" 2007-12-13 12:00:00 5281.105 0.741025 51426.5 0.431053
"950" 2007-12-13 13:00:00 5199.238 0.72021 50974 0.432849
"951" 2007-12-13 14:00:00 5224.493 0.687378 50984.5 0.433192
"952" 2007-12-13 15:00:00 5343.6345 0.650963 51958.5 0.428964
"953" 2007-12-13 16:00:00 5756.4425 0.616058 56868.5 0.419198
"954" 2007-12-13 17:00:00 6098.367 0.591243 58289 0.403101
"955" 2007-12-13 18:00:00 5970.192 0.57867 57360 0.384387
"956" 2007-12-13 19:00:00 5843.9425 0.567098 55435.5 0.368206
"957" 2007-12-13 20:00:00 5624.6355 0.555042 53093.5 0.353446
"958" 2007-12-13 21:00:00 5324.2395 0.552843 49228.5 0.333858
"959" 2007-12-13 22:00:00 4798.9995 0.561553 44645 0.306714
"960" 2007-12-13 23:00:00 4468.7335 0.579214 40093 0.281241
"961" 2007-12-14 00:00:00 3927.2675 0.599607 39270.5 0.262655
"962" 2007-12-14 01:00:00 3570.066 0.617634 38499.5 0.25195
"963" 2007-12-14 02:00:00 3351.458 0.634356 37788 0.251282
"964" 2007-12-14 03:00:00 3250.069 0.636727 36793.5 0.252768
"965" 2007-12-14 04:00:00 3204.6115 0.632776 35696.5 0.2554
"966" 2007-12-14 05:00:00 3243.5415 0.625627 36328.5 0.258323
"967" 2007-12-14 06:00:00 3629.793 0.616985 41523.5 0.258599
"968" 2007-12-14 07:00:00 4529.8565 0.608581 49153 0.25841
"969" 2007-12-14 08:00:00 5040.5225 0.598442 51666 0.259703
"970" 2007-12-14 09:00:00 5138.7575 0.598195 52293 0.26259
"971" 2007-12-14 10:00:00 5134.4855 0.600172 52226 0.268259
"972" 2007-12-14 11:00:00 5136.9755 0.599407 52289 0.272859
"973" 2007-12-14 12:00:00 5144.4415 0.596413 52150 0.271233
"974" 2007-12-14 13:00:00 5012.6125 0.596256 51809.5 0.26888
"975" 2007-12-14 14:00:00 4990.692 0.599268 51790 0.267271
"976" 2007-12-14 15:00:00 5050.733 0.586489 52706.5 0.263084
"977" 2007-12-14 16:00:00 5497.626 0.566951 56816 0.260302
"978" 2007-12-14 17:00:00 5903.128 0.546881 57811.5 0.257367
"979" 2007-12-14 18:00:00 5780.8255 0.527655 55675 0.255186
"980" 2007-12-14 19:00:00 5639.4945 0.502584 52896.5 0.252616
"981" 2007-12-14 20:00:00 5327.367 0.473926 50314.5 0.246503
"982" 2007-12-14 21:00:00 5010.148 0.465527 46753.5 0.24156
"983" 2007-12-14 22:00:00 4608.565 0.46095 43093.5 0.237229
"984" 2007-12-14 23:00:00 4461.693 0.456218 39775.5 0.234594
"985" 2007-12-15 00:00:00 4004.099 0.452975 39158.5 0.23702
"986" 2007-12-15 01:00:00 3622.289 0.449056 38024 0.243093
"987" 2007-12-15 02:00:00 3349.3045 0.444868 36949.5 0.252555
"988" 2007-12-15 03:00:00 3209.9455 0.416996 35759 0.263055
"989" 2007-12-15 04:00:00 3150.1665 0.386161 34487.5 0.272032
"990" 2007-12-15 05:00:00 3122.126 0.361346 34104 0.277081
"991" 2007-12-15 06:00:00 3268.4295 0.341393 35802 0.276164
"992" 2007-12-15 07:00:00 3608.2305 0.325425 38483.5 0.271752
"993" 2007-12-15 08:00:00 3939.9115 0.312808 42129 0.268975
"994" 2007-12-15 09:00:00 4383.0205 0.311842 45360.5 0.268167
"995" 2007-12-15 10:00:00 4612.0245 0.313284 46632.5 0.264472
"996" 2007-12-15 11:00:00 4702.635 0.317858 46736.5 0.261059
"997" 2007-12-15 12:00:00 4740.833 0.319375 46447 0.261893
"998" 2007-12-15 13:00:00 4710.153 0.316936 45966 0.267688
"999" 2007-12-15 14:00:00 4688.1305 0.318917 45589.5 0.275805
"1000" 2007-12-15 15:00:00 4790.7095 0.315473 46327 0.285876
"1001" 2007-12-15 16:00:00 5347.507 0.31592 50638 0.29964
"1002" 2007-12-15 17:00:00 5846.2355 0.324194 53119 0.314496
"1003" 2007-12-15 18:00:00 5749.176 0.331241 51982.5 0.325851
"1004" 2007-12-15 19:00:00 5444.679 0.330546 49789 0.331948
"1005" 2007-12-15 20:00:00 5109.8875 0.32354 47126.5 0.330737
"1006" 2007-12-15 21:00:00 4868.8755 0.325024 44591.5 0.326569
"1007" 2007-12-15 22:00:00 4539.9375 0.336507 42009.5 0.315636
"1008" 2007-12-15 23:00:00 4466.2355 0.353924 39454 0.298985
"1009" 2007-12-16 00:00:00 4032.067 0.370677 38715 0.283227
"1010" 2007-12-16 01:00:00 3692.417 0.384415 37270.5 0.273294
"1011" 2007-12-16 02:00:00 3403.89 0.395033 36181.5 0.271289
"1012" 2007-12-16 03:00:00 3232.0535 0.399378 34943.5 0.273965
"1013" 2007-12-16 04:00:00 3095.311 0.394071 33763 0.274545
"1014" 2007-12-16 05:00:00 3039.236 0.389659 33622 0.277127
"1015" 2007-12-16 06:00:00 3089.0585 0.389547 34449.5 0.282538
"1016" 2007-12-16 07:00:00 3188.4055 0.394896 35592.5 0.28951
"1017" 2007-12-16 08:00:00 3316.1425 0.401512 38163.5 0.296766
"1018" 2007-12-16 09:00:00 3745.3005 0.403064 42082 0.28697
"1019" 2007-12-16 10:00:00 4169.5555 0.412296 44900 0.271735
"1020" 2007-12-16 11:00:00 4466.441 0.433201 46011.5 0.259585
"1021" 2007-12-16 12:00:00 4696.312 0.457742 46371.5 0.252831
"1022" 2007-12-16 13:00:00 4665.825 0.476294 45771.5 0.244874
"1023" 2007-12-16 14:00:00 4549.9845 0.4849 45375.5 0.235195
"1024" 2007-12-16 15:00:00 4566.1595 0.480257 46311 0.232049
"1025" 2007-12-16 16:00:00 4991.541 0.464578 51149.5 0.234356
"1026" 2007-12-16 17:00:00 5382.9545 0.444605 52970 0.239099
"1027" 2007-12-16 18:00:00 5376.477 0.429468 52135.5 0.244974
"1028" 2007-12-16 19:00:00 5225.252 0.424842 50760.5 0.247792
"1029" 2007-12-16 20:00:00 5081.2345 0.432523 49474 0.248024
"1030" 2007-12-16 21:00:00 4838.1905 0.450195 46312 0.258699
"1031" 2007-12-16 22:00:00 4457.6675 0.467366 42859.5 0.266838
"1032" 2007-12-16 23:00:00 4237.8235 0.479376 38742 0.267781
"1033" 2007-12-17 00:00:00 3789.763 0.485717 37846 0.26647
"1034" 2007-12-17 01:00:00 3495.015 0.484166 37271 0.268035
"1035" 2007-12-17 02:00:00 3275.696 0.478519 36908.5 0.268731
"1036" 2007-12-17 03:00:00 3178.3755 0.469989 36330 0.26296
"1037" 2007-12-17 04:00:00 3122.464 0.458448 35626 0.258633
"1038" 2007-12-17 05:00:00 3164.423 0.446379 36450.5 0.259814
"1039" 2007-12-17 06:00:00 3562.282 0.432209 41967 0.265201
"1040" 2007-12-17 07:00:00 4510.9625 0.421205 49605.5 0.274854
"1041" 2007-12-17 08:00:00 5054.6535 0.418237 52509 0.287732
"1042" 2007-12-17 09:00:00 5230.8645 0.415675 52996 0.29784
"1043" 2007-12-17 10:00:00 5297.1365 0.409185 52958 0.306791
"1044" 2007-12-17 11:00:00 5316.309 0.398721 53216.5 0.319215
"1045" 2007-12-17 12:00:00 5329.27 0.390242 53162.5 0.339431
"1046" 2007-12-17 13:00:00 5211.924 0.387607 53291.5 0.367585
"1047" 2007-12-17 14:00:00 5208.6245 0.388173 53652 0.401037
"1048" 2007-12-17 15:00:00 5297.6065 0.391142 55048.5 0.425501
"1049" 2007-12-17 16:00:00 5788.698 0.401548 59218 0.437694
"1050" 2007-12-17 17:00:00 6309.5295 0.406907 59859 0.43814
"1051" 2007-12-17 18:00:00 6184.256 0.406172 58692 0.433171
"1052" 2007-12-17 19:00:00 6081.757 0.406781 56524 0.425217
"1053" 2007-12-17 20:00:00 5815.9565 0.4128 53881.5 0.411801
"1054" 2007-12-17 21:00:00 5529.9205 0.423905 50145 0.407167
"1055" 2007-12-17 22:00:00 5022.6465 0.4308 45332 0.40122
"1056" 2007-12-17 23:00:00 4614.2675 0.43407 40466 0.387273
"1057" 2007-12-18 00:00:00 3978.502 0.436716 39309 0.364651
"1058" 2007-12-18 01:00:00 3663.854 0.433186 38837 0.33748
"1059" 2007-12-18 02:00:00 3458.357 0.423101 38322.5 0.310948
"1060" 2007-12-18 03:00:00 3366.8305 0.390841 37548 0.280204
"1061" 2007-12-18 04:00:00 3332.153 0.358792 36591 0.255346
"1062" 2007-12-18 05:00:00 3355.57 0.338105 37288.5 0.238057
"1063" 2007-12-18 06:00:00 3742.1165 0.31854 42383.5 0.221433
"1064" 2007-12-18 07:00:00 4687.9465 0.298281 49750 0.206212
"1065" 2007-12-18 08:00:00 5291.52 0.275542 51949 0.192232
"1066" 2007-12-18 09:00:00 5452.782 0.2523 52220.5 0.178305
"1067" 2007-12-18 10:00:00 5483.8565 0.224751 52364.5 0.159369
"1068" 2007-12-18 11:00:00 5492.308 0.194436 52297 0.140408
"1069" 2007-12-18 12:00:00 5540.009 0.167169 52258.5 0.129558
"1070" 2007-12-18 13:00:00 5442.2425 0.142588 52062.5 0.128245
"1071" 2007-12-18 14:00:00 5485.012 0.124156 52195.5 0.135253
"1072" 2007-12-18 15:00:00 5614.7935 0.111726 53184.5 0.143655
"1073" 2007-12-18 16:00:00 6108.147 0.106018 57790.5 0.150349
"1074" 2007-12-18 17:00:00 6532.6955 0.101113 58972 0.151421
"1075" 2007-12-18 18:00:00 6375.874 0.099504 57907 0.150128
"1076" 2007-12-18 19:00:00 6264.096 0.103427 55918 0.14997
"1077" 2007-12-18 20:00:00 6029.8355 0.112427 53672.5 0.153143
"1078" 2007-12-18 21:00:00 5715.121 0.126493 49862 0.161366
"1079" 2007-12-18 22:00:00 5232.066 0.138304 45431 0.171902
"1080" 2007-12-18 23:00:00 4880.8915 0.146364 40764 0.181921
"1081" 2007-12-19 00:00:00 4267.001 0.148714 39585.5 0.193573
"1082" 2007-12-19 01:00:00 3923.038 0.144791 38959.5 0.203938
"1083" 2007-12-19 02:00:00 3687.0105 0.139498 38437.5 0.210728
"1084" 2007-12-19 03:00:00 3561.3115 0.130237 37608 0.203986
"1085" 2007-12-19 04:00:00 3516.155 0.123134 36568.5 0.189402
"1086" 2007-12-19 05:00:00 3540.3235 0.122516 37149.5 0.174899
"1087" 2007-12-19 06:00:00 3919.84 0.125564 42256 0.163738
"1088" 2007-12-19 07:00:00 4839.3565 0.131609 49427.5 0.158515
"1089" 2007-12-19 08:00:00 5360.993 0.138978 51549 0.158879
"1090" 2007-12-19 09:00:00 5483.631 0.150681 52052.5 0.164839
"1091" 2007-12-19 10:00:00 5501.0275 0.157214 51948.5 0.167867
"1092" 2007-12-19 11:00:00 5488.5325 0.159877 51728.5 0.170051
"1093" 2007-12-19 12:00:00 5466.12 0.169684 51318 0.17359
"1094" 2007-12-19 13:00:00 5315.754 0.189597 50999.5 0.179667
"1095" 2007-12-19 14:00:00 5315.927 0.217944 50991.5 0.190773
"1096" 2007-12-19 15:00:00 5393.3715 0.250644 52124.5 0.206744
"1097" 2007-12-19 16:00:00 5862.4475 0.28049 57191.5 0.22071
"1098" 2007-12-19 17:00:00 6334.578 0.291535 58720.5 0.225198
"1099" 2007-12-19 18:00:00 6221.158 0.290287 57508.5 0.223463
"1100" 2007-12-19 19:00:00 6121.357 0.284924 55333.5 0.218267
"1101" 2007-12-19 20:00:00 5881.1115 0.281562 52753.5 0.210757
"1102" 2007-12-19 21:00:00 5591.6365 0.287656 49510 0.208753
"1103" 2007-12-19 22:00:00 5126.144 0.297342 45345.5 0.209053
"1104" 2007-12-19 23:00:00 4793.2515 0.302025 40864 0.206984
"1105" 2007-12-20 00:00:00 4224.102 0.302555 39907 0.203879
"1106" 2007-12-20 01:00:00 3880.783 0.305293 39209.5 0.202458
"1107" 2007-12-20 02:00:00 3653.661 0.3099 38548.5 0.204488
"1108" 2007-12-20 03:00:00 3520.777 0.305567 37824.5 0.19744
"1109" 2007-12-20 04:00:00 3449.5355 0.29585 36797 0.188484
"1110" 2007-12-20 05:00:00 3480.908 0.291763 37452 0.18465
"1111" 2007-12-20 06:00:00 3847.845 0.296305 42322 0.184826
"1112" 2007-12-20 07:00:00 4710.6975 0.307714 49062.5 0.18777
"1113" 2007-12-20 08:00:00 5274.59 0.321931 51840.5 0.190903
"1114" 2007-12-20 09:00:00 5422.872 0.331364 52753 0.187053
"1115" 2007-12-20 10:00:00 5414.9095 0.341199 52868.5 0.178803
"1116" 2007-12-20 11:00:00 5411.6685 0.35314 52816.5 0.166696
"1117" 2007-12-20 12:00:00 5410.98 0.366128 52676 0.155671
"1118" 2007-12-20 13:00:00 5254.0765 0.380013 52180 0.151202
"1119" 2007-12-20 14:00:00 5244.873 0.389966 52367.5 0.156778
"1120" 2007-12-20 15:00:00 5280.4175 0.400893 53293 0.174793
"1121" 2007-12-20 16:00:00 5702.723 0.406751 57240 0.190233
"1122" 2007-12-20 17:00:00 6145.986 0.408574 58481.5 0.196795
"1123" 2007-12-20 18:00:00 6052.734 0.404489 57368.5 0.198947
"1124" 2007-12-20 19:00:00 5956.065 0.394033 55136 0.19743
"1125" 2007-12-20 20:00:00 5744.3995 0.379703 53066.5 0.19018
"1126" 2007-12-20 21:00:00 5436.8485 0.367985 49704 0.185949
"1127" 2007-12-20 22:00:00 5005.739 0.354863 45301 0.18029
"1128" 2007-12-20 23:00:00 4721.9945 0.338495 40697.5 0.171569
"1129" 2007-12-21 00:00:00 4094.416 0.321175 39864.5 0.161719
"1130" 2007-12-21 01:00:00 3744.484 0.304122 39003 0.154497
"1131" 2007-12-21 02:00:00 3530.533 0.290032 38417 0.149957
"1132" 2007-12-21 03:00:00 3395.165 0.276585 37638 0.150258
"1133" 2007-12-21 04:00:00 3320.6325 0.266292 36481.5 0.152658
"1134" 2007-12-21 05:00:00 3335.427 0.257265 36899.5 0.15619
"1135" 2007-12-21 06:00:00 3674.415 0.247399 41338.5 0.15999
"1136" 2007-12-21 07:00:00 4528.4805 0.237478 47600.5 0.161469
"1137" 2007-12-21 08:00:00 5079.443 0.229301 50567.5 0.159506
"1138" 2007-12-21 09:00:00 5233.6845 0.224464 51586.5 0.146748
"1139" 2007-12-21 10:00:00 5253.344 0.217211 51697 0.130458
"1140" 2007-12-21 11:00:00 5193.4985 0.210789 51021.5 0.116106
"1141" 2007-12-21 12:00:00 5093.904 0.208272 50098.5 0.103043
"1142" 2007-12-21 13:00:00 4933.5765 0.212608 48985 0.093859
"1143" 2007-12-21 14:00:00 4845.521 0.223033 48916.5 0.094124
"1144" 2007-12-21 15:00:00 4844.9465 0.242807 49562.5 0.108438
"1145" 2007-12-21 16:00:00 5315.518 0.266385 53650 0.127586
"1146" 2007-12-21 17:00:00 5821.769 0.2817 55542 0.141624
"1147" 2007-12-21 18:00:00 5799.072 0.290497 54435 0.150267
"1148" 2007-12-21 19:00:00 5670.33 0.295848 52033.5 0.157503
"1149" 2007-12-21 20:00:00 5372.9265 0.299981 49708.5 0.163783
"1150" 2007-12-21 21:00:00 5076.6435 0.306993 46510 0.163465
"1151" 2007-12-21 22:00:00 4667.973 0.322444 43224.5 0.162255
"1152" 2007-12-21 23:00:00 4497.4145 0.343149 39984 0.161177
"1153" 2007-12-22 00:00:00 4010.281 0.356573 39234.5 0.160848
"1154" 2007-12-22 01:00:00 3650.758 0.354124 38119.5 0.164357
"1155" 2007-12-22 02:00:00 3323.739 0.342723 37058 0.173572
"1156" 2007-12-22 03:00:00 3128.277 0.339044 35877 0.192523
"1157" 2007-12-22 04:00:00 3033.1365 0.341498 34484 0.218096
"1158" 2007-12-22 05:00:00 3033.331 0.343325 34088 0.247585
"1159" 2007-12-22 06:00:00 3177.1715 0.351294 35161.5 0.279327
"1160" 2007-12-22 07:00:00 3489.876 0.374371 37067.5 0.307321
"1161" 2007-12-22 08:00:00 3782.804 0.401478 40263 0.327754
"1162" 2007-12-22 09:00:00 4158.4425 0.392728 43476.5 0.340417
"1163" 2007-12-22 10:00:00 4387.727 0.362737 44703.5 0.345019
"1164" 2007-12-22 11:00:00 4477.5295 0.335183 44982.5 0.340929
"1165" 2007-12-22 12:00:00 4517.5605 0.318166 44893.5 0.33425
"1166" 2007-12-22 13:00:00 4442.589 0.286848 44411.5 0.332884
"1167" 2007-12-22 14:00:00 4355.255 0.223961 44309.5 0.338768
"1168" 2007-12-22 15:00:00 4400.922 0.172009 45003.5 0.348414
"1169" 2007-12-22 16:00:00 4968.834 0.158936 48799 0.34998
"1170" 2007-12-22 17:00:00 5718.4325 0.152555 51247.5 0.349571
"1171" 2007-12-22 18:00:00 5747.0015 0.137893 49927.5 0.339716
"1172" 2007-12-22 19:00:00 5567.2 0.118551 48204.5 0.316685
"1173" 2007-12-22 20:00:00 5300.1095 0.107015 46145.5 0.285682
"1174" 2007-12-22 21:00:00 5007.8595 0.104445 43327.5 0.244534
"1175" 2007-12-22 22:00:00 4664.735 0.12584 40954.5 0.20443
"1176" 2007-12-22 23:00:00 4519.133 0.178282 38332 0.178123
"1177" 2007-12-23 00:00:00 4053.4365 0.236659 37556.5 0.172428
"1178" 2007-12-23 01:00:00 3651.776 0.282447 36147.5 0.177318
"1179" 2007-12-23 02:00:00 3288.448 0.320947 35273.5 0.189228
"1180" 2007-12-23 03:00:00 3060.114 0.346127 34229 0.203282
"1181" 2007-12-23 04:00:00 2937.701 0.370601 32965 0.218082
"1182" 2007-12-23 05:00:00 2847.85 0.399379 32431 0.232146
"1183" 2007-12-23 06:00:00 3000.3325 0.433697 32855 0.243069
"1184" 2007-12-23 07:00:00 3156.7055 0.475059 33615.5 0.255213
"1185" 2007-12-23 08:00:00 3331.3015 0.525191 36180.5 0.27229
"1186" 2007-12-23 09:00:00 3759.3785 0.58125 40247.5 0.298993
"1187" 2007-12-23 10:00:00 4139.8775 0.631028 42427.5 0.330827
"1188" 2007-12-23 11:00:00 4288.0795 0.67547 43383.5 0.365555
"1189" 2007-12-23 12:00:00 4417.5135 0.709666 43754 0.40101
"1190" 2007-12-23 13:00:00 4352.92 0.735193 43104 0.437693
"1191" 2007-12-23 14:00:00 4228.822 0.75319 42957.5 0.474517
"1192" 2007-12-23 15:00:00 4275.544 0.773135 43864 0.510308
"1193" 2007-12-23 16:00:00 4771.578 0.788811 48060 0.538474
"1194" 2007-12-23 17:00:00 5200.1075 0.80073 49883.5 0.560174
"1195" 2007-12-23 18:00:00 5212.108 0.810775 48871 0.578522
"1196" 2007-12-23 19:00:00 5078.2265 0.814272 47476.5 0.592193
"1197" 2007-12-23 20:00:00 4901.9225 0.805615 45982.5 0.602945
"1198" 2007-12-23 21:00:00 4706.285 0.789105 43491.5 0.616965
"1199" 2007-12-23 22:00:00 4400.022 0.7649 40472.5 0.630417
"1200" 2007-12-23 23:00:00 4269.8145 0.733637 36988 0.641073
"1201" 2007-12-24 00:00:00 3733.1155 0.686381 36142.5 0.65132
"1202" 2007-12-24 01:00:00 3412.838 0.620376 35237.5 0.661099
"1203" 2007-12-24 02:00:00 3179.3625 0.543444 34389 0.664612
"1204" 2007-12-24 03:00:00 3055.7425 0.459651 33286 0.659405
"1205" 2007-12-24 04:00:00 2972.1235 0.382102 31722.5 0.641414
"1206" 2007-12-24 05:00:00 2973.781 0.310106 31586 0.612554
"1207" 2007-12-24 06:00:00 3163.8925 0.245847 34051 0.576058
"1208" 2007-12-24 07:00:00 3584.3555 0.192265 37163 0.534283
"1209" 2007-12-24 08:00:00 3965.0565 0.150404 40394 0.490862
"1210" 2007-12-24 09:00:00 4423.3625 0.121287 43343 0.446932
"1211" 2007-12-24 10:00:00 4700.6585 0.10044 44278 0.407761
"1212" 2007-12-24 11:00:00 4777.8115 0.088003 44273 0.376072
"1213" 2007-12-24 12:00:00 4784.2815 0.079052 43972.5 0.346794
"1214" 2007-12-24 13:00:00 4695.185 0.071076 43415 0.316886
"1215" 2007-12-24 14:00:00 4607.998 0.063977 43347.5 0.285533
"1216" 2007-12-24 15:00:00 4631.987 0.061407 44297 0.260733
"1217" 2007-12-24 16:00:00 5150.93 0.057233 47679.5 0.24224
"1218" 2007-12-24 17:00:00 5660.0325 0.055486 48681.5 0.222066
"1219" 2007-12-24 18:00:00 5567.177 0.063821 47440 0.203821
"1220" 2007-12-24 19:00:00 5341.209 0.070388 45248 0.191993
"1221" 2007-12-24 20:00:00 5043.1155 0.068523 42916 0.18643
"1222" 2007-12-24 21:00:00 4801.076 0.060303 40516.5 0.174866
"1223" 2007-12-24 22:00:00 4606.255 0.059598 38242.5 0.163773
"1224" 2007-12-24 23:00:00 4599.9285 0.065111 36071.5 0.164391
"1225" 2007-12-25 00:00:00 4159.9275 0.070896 35366 0.178476
"1226" 2007-12-25 01:00:00 3669.186 0.082086 33779 0.19315
"1227" 2007-12-25 02:00:00 3248.3355 0.103527 32379.5 0.204765
"1228" 2007-12-25 03:00:00 2992.8695 0.141899 30885.5 0.218552
"1229" 2007-12-25 04:00:00 2868.2705 0.188954 29381.5 0.233868
"1230" 2007-12-25 05:00:00 2836.415 0.231809 28965.5 0.252286
"1231" 2007-12-25 06:00:00 2931.5555 0.274047 29955 0.267367
"1232" 2007-12-25 07:00:00 3205.9235 0.318935 31733 0.278512
"1233" 2007-12-25 08:00:00 3581.2405 0.367923 35378 0.290211
"1234" 2007-12-25 09:00:00 4062.6905 0.414274 39313.5 0.293095
"1235" 2007-12-25 10:00:00 4268.7215 0.468861 41162 0.297296
"1236" 2007-12-25 11:00:00 4251.0395 0.538968 42104.5 0.310554
"1237" 2007-12-25 12:00:00 4290.5335 0.61517 42988 0.338115
"1238" 2007-12-25 13:00:00 4287.481 0.675813 42199.5 0.377371
"1239" 2007-12-25 14:00:00 4054.048 0.705688 39749.5 0.426361
"1240" 2007-12-25 15:00:00 3802.547 0.703225 37726.5 0.476244
"1241" 2007-12-25 16:00:00 3850.562 0.6706 38325.5 0.524309
"1242" 2007-12-25 17:00:00 3923.6025 0.617263 38461 0.558809
"1243" 2007-12-25 18:00:00 3876.419 0.558577 37768.5 0.58023
"1244" 2007-12-25 19:00:00 3888.3395 0.508046 36995 0.588385
"1245" 2007-12-25 20:00:00 3840.7145 0.467856 36689 0.57958
"1246" 2007-12-25 21:00:00 3802.941 0.440925 35834.5 0.574327
"1247" 2007-12-25 22:00:00 3721.416 0.428137 34902 0.570595
"1248" 2007-12-25 23:00:00 3778.3465 0.426197 33329 0.562979
"1249" 2007-12-26 00:00:00 3468.8935 0.436661 33350.5 0.554847
"1250" 2007-12-26 01:00:00 3143.72 0.449079 32408 0.544138
"1251" 2007-12-26 02:00:00 2867.7205 0.452039 31302.5 0.532784
"1252" 2007-12-26 03:00:00 2696.3355 0.447817 30058 0.516588
"1253" 2007-12-26 04:00:00 2588.6305 0.446356 28750 0.500319
"1254" 2007-12-26 05:00:00 2508.579 0.453012 28212 0.484581
"1255" 2007-12-26 06:00:00 2535.2935 0.472923 28646.5 0.46997
"1256" 2007-12-26 07:00:00 2588.1215 0.502486 28789 0.467914
"1257" 2007-12-26 08:00:00 2553.4055 0.531812 30270.5 0.472349
"1258" 2007-12-26 09:00:00 2844.1635 0.557445 33860.5 0.47462
"1259" 2007-12-26 10:00:00 3262.9815 0.586596 36650.5 0.477177
"1260" 2007-12-26 11:00:00 3649.7615 0.619793 37857.5 0.490533
"1261" 2007-12-26 12:00:00 3961.9285 0.646035 38363 0.511245
"1262" 2007-12-26 13:00:00 3984.861 0.662753 37740.5 0.531234
"1263" 2007-12-26 14:00:00 3838.405 0.675159 37147.5 0.550212
"1264" 2007-12-26 15:00:00 3797.046 0.693097 37593.5 0.574819
"1265" 2007-12-26 16:00:00 4166.524 0.72296 40973 0.604464
"1266" 2007-12-26 17:00:00 4427.0515 0.752472 42335 0.637418
"1267" 2007-12-26 18:00:00 4375.165 0.775299 41513.5 0.670938
"1268" 2007-12-26 19:00:00 4263.8855 0.796937 40491.5 0.701761
"1269" 2007-12-26 20:00:00 4061.9805 0.820541 39209 0.729066
"1270" 2007-12-26 21:00:00 3900.414 0.843663 37709 0.747525
"1271" 2007-12-26 22:00:00 3684.225 0.864227 35781.5 0.767629
"1272" 2007-12-26 23:00:00 3690.2785 0.881157 33537 0.787259
"1273" 2007-12-27 00:00:00 3364.6725 0.885731 33249.5 0.80499
"1274" 2007-12-27 01:00:00 3046.501 0.874926 32508.5 0.820373
"1275" 2007-12-27 02:00:00 2797.2065 0.848757 31625 0.832231
"1276" 2007-12-27 03:00:00 2654.2595 0.809726 30333 0.839679
"1277" 2007-12-27 04:00:00 2557.8765 0.764249 28918 0.837195
"1278" 2007-12-27 05:00:00 2537.378 0.710605 28938 0.829643
"1279" 2007-12-27 06:00:00 2676.6485 0.661421 31048.5 0.819162
"1280" 2007-12-27 07:00:00 2957.7255 0.62822 33290.5 0.803819
"1281" 2007-12-27 08:00:00 3134.0225 0.605376 36223 0.786771
"1282" 2007-12-27 09:00:00 3531.0445 0.588597 39533 0.774642
"1283" 2007-12-27 10:00:00 3873.9805 0.566001 41236.5 0.767429
"1284" 2007-12-27 11:00:00 4102.5115 0.546175 41817.5 0.757064
"1285" 2007-12-27 12:00:00 4282.2365 0.534476 42248 0.740571
"1286" 2007-12-27 13:00:00 4280.386 0.521109 42056 0.717968
"1287" 2007-12-27 14:00:00 4264.779 0.498821 41759 0.694348
"1288" 2007-12-27 15:00:00 4338.684 0.482733 42749.5 0.670854
"1289" 2007-12-27 16:00:00 4809.616 0.477808 46497 0.64357
"1290" 2007-12-27 17:00:00 5215.5675 0.473608 48005 0.617558
"1291" 2007-12-27 18:00:00 5203.919 0.475113 47238.5 0.596599
"1292" 2007-12-27 19:00:00 5056.6125 0.49509 45351 0.582096
"1293" 2007-12-27 20:00:00 4817.3785 0.519149 43326.5 0.575633
"1294" 2007-12-27 21:00:00 4526.161 0.541365 40350 0.568931
"1295" 2007-12-27 22:00:00 4217.575 0.572643 37551.5 0.565106
"1296" 2007-12-27 23:00:00 4074.1475 0.613047 34653.5 0.569956
"1297" 2007-12-28 00:00:00 3729.2435 0.651611 33910.5 0.583777
"1298" 2007-12-28 01:00:00 3350.235 0.680055 32975 0.605331
"1299" 2007-12-28 02:00:00 3010.6425 0.698067 31929 0.631285
"1300" 2007-12-28 03:00:00 2846.5685 0.70976 30556.5 0.66112
